[18:20:22] [main/INFO]: Environment: authHost='https://authserver.mojang.com', accountsHost='https://api.mojang.com', sessionHost='https://sessionserver.mojang.com', name='PROD'
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, destination] and [teleport, targets] with inputs: [Player, 0123, @e, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, location] and [teleport, targets] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, targets] and [teleport, destination] with inputs: [Player, 0123, dd12be42-52a9-4a91-a8a1-11c01849e498]
[18:20:24] [main/WARN]: Ambiguity between arguments [teleport, targets, location] and [teleport, targets, destination] with inputs: [0.1 -0.5 .9, 0 0 0]
[18:20:24] [main/INFO]: Reloading ResourceManager: Default
[18:20:27] [Worker-Main-4/INFO]: Loaded 7 recipes
[18:20:28] [Worker-Main-4/INFO]: Loaded 927 advancements
[18:20:32] [Server thread/INFO]: Starting minecraft server version 1.16.1
[18:20:32] [Server thread/INFO]: Loading properties
[18:20:32] [Server thread/INFO]: Default game type: SURVIVAL
[18:20:32] [Server thread/INFO]: Generating keypair
[18:20:33] [Server thread/INFO]: Starting Minecraft server on 192.168.0.50:25565
[18:20:34] [Server thread/INFO]: Using epoll channel type
[18:20:34] [Server thread/WARN]: **** SERVER IS RUNNING IN OFFLINE/INSECURE MODE!
[18:20:34] [Server thread/WARN]: The server will make no attempt to authenticate usernames. Beware.
[18:20:34] [Server thread/WARN]: While this makes the game possible to play without internet access, it also opens up the ability for hackers to connect with any username they choose.
[18:20:34] [Server thread/WARN]: To change this, set "online-mode" to "true" in the server.properties file.
[18:20:34] [Server thread/INFO]: Preparing level "Family-story"
	at net.minecraft.server.MinecraftServer.x(SourceFile:739) ~[server.jar:?]
	at amn.bj(SourceFile:103) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.w(SourceFile:723) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.v(SourceFile:676) ~[server.jar:?]
	at net.minecraft.server.MinecraftServer.a(SourceFile:256) ~[server.jar:?]
	at java.lang.Thread.run(Thread.java:834) [?:?]
[19:08:58] [Server thread/INFO]: Incorrect argument for command
[19:08:58] [Server thread/INFO]: ...p diegotp diegoveraniego shinji3195<--[HERE]
[19:09:15] [Server thread/INFO]: See4Paul was slain by Zombie
[19:09:24] [Server thread/INFO]: Incorrect argument for command
[19:09:24] [Server thread/INFO]: ...amgamyitp samgamyi shinji3195<--[HERE]
[19:09:36] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2016ms or 40 ticks behind
[19:09:45] [Server thread/WARN]: Shinji3195 moved wrongly!
[19:09:54] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2654ms or 53 ticks behind
[19:09:55] [Server thread/INFO]: Diegoveraniego was slain by See4Paul
[19:10:21] [Server thread/INFO]: <Diegoveraniego> f
[19:10:21] [Server thread/WARN]: camilulu moved too quickly! -3.136671108435422,-2.0,-12.15383722354835
[19:10:24] [Server thread/INFO]: No entity was found
[19:10:24] [Server thread/INFO]: Unknown or incomplete command, see below for error
[19:10:24] [Server thread/INFO]: <--[HERE]
[19:10:35] [Server thread/INFO]: Teleported See4Paul to Shinji3195
[19:10:43] [Server thread/INFO]: Teleported SamGamyi to See4Paul
[19:10:54] [Server thread/INFO]: Teleported Diegoveraniego to See4Paul
[19:10:56] [Server thread/INFO]: See4Paul lost connection: Timed out
[19:10:56] [Server thread/INFO]: See4Paul left the game
[19:10:56] [Server thread/WARN]: handleDisconnection() called twice
[19:11:03] [Server thread/INFO]: See4Paul[/190.46.34.7:50815] logged in with entity id 9489 at (-173.93205790044345, 69.0, 315.1284584879403)
[19:11:03] [Server thread/INFO]: See4Paul joined the game
[19:11:05] [Server thread/INFO]: Diegoveraniego lost connection: Disconnected
[19:11:05] [Server thread/INFO]: Diegoveraniego left the game
[19:11:13] [Server thread/INFO]: Diegoveraniego[/190.46.34.7:52475] logged in with entity id 9521 at (-173.93205790044345, 69.0, 315.1284584879403)
[19:11:13] [Server thread/INFO]: Diegoveraniego joined the game
[19:11:19] [Server thread/INFO]: Shinji3195 lost connection: Timed out
[19:11:19] [Server thread/INFO]: Shinji3195 left the game
[19:11:24] [Server thread/INFO]: <Diegoveraniego> caca
[19:11:24] [Server thread/INFO]: <Diegoveraniego> ca
[19:11:25] [Server thread/INFO]: Shinji3195[/190.46.34.7:52951] logged in with entity id 9562 at (-171.01745643068114, 68.0, 312.887919751939)
[19:11:25] [Server thread/INFO]: Shinji3195 joined the game
[19:11:28] [Server thread/INFO]: See4Paul lost connection: Timed out
[19:11:28] [Server thread/INFO]: See4Paul left the game
[19:11:35] [Server thread/INFO]: See4Paul[/190.46.34.7:50820] logged in with entity id 9609 at (-173.93205790044345, 69.0, 315.1284584879403)
[19:11:35] [Server thread/INFO]: See4Paul joined the game
[19:11:40] [Server thread/INFO]: camilulu lost connection: Timed out
[19:11:40] [Server thread/INFO]: camilulu left the game
[19:11:42] [Server thread/INFO]: Shinji3195 lost connection: Disconnected
[19:11:42] [Server thread/INFO]: Shinji3195 left the game
[19:11:44] [Server thread/INFO]: Stopping server
[19:11:44] [Server thread/INFO]: Saving players
[19:11:44] [Server thread/INFO]: Saving worlds
[19:11:44] [Server thread/INFO]: Saving chunks for level 'ServerLevel[Family-story]'/minecraft:overworld
[19:12:37] [Server thread/INFO]: ThreadedAnvilChunkStorage (Family-story): All chunks are saved
[19:12:37] [Server thread/INFO]: Saving chunks for level 'ServerLevel[Family-story]'/minecraft:the_nether
[19:12:37] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:12:37] [Server thread/INFO]: Saving chunks for level 'ServerLevel[Family-story]'/minecraft:the_end
[19:12:37] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
[19:12:38] [Server thread/INFO]: ThreadedAnvilChunkStorage (Family-story): All chunks are saved
[19:12:38] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM-1): All chunks are saved
[19:12:38] [Server thread/INFO]: ThreadedAnvilChunkStorage (DIM1): All chunks are saved
